CustomerID,Date,Amount,Category,Location,Payment_Method
393,2022-11-16,35.19,Toys,,Debit Card
99,2023-06-30,631.49,,,Credit Card
81,2022-01-16,1916.18,,Phoenix,Credit Card
180,2022-10-05,274.53,Toys,Phoenix,Debit Card
160,2022-12-13,1076.56,Electronics,Los Angeles,Credit Card
346,2023-01-28,98.14,Beauty,Houston,Debit Card
457,2024-05-06,1377.15,,Phoenix,PayPal
419,2024-02-16,1338.45,,New York,Credit Card
48,2023-12-17,931.23,,Chicago,
393,2022-08-26,1894.37,Grocery,,Cash
187,2023-12-18,1833.7,Home,,PayPal
16,2022-04-26,696.4,,,Debit Card
179,2022-05-11,1010.98,Beauty,,
167,2022-03-14,1582.79,,Houston,Credit Card
123,2023-07-16,309.63,,Houston,Credit Card
417,2023-03-18,1566.47,Beauty,Phoenix,PayPal
121,2023-11-17,146.57,,New York,Cash
167,2024-04-21,884.88,Toys,Houston,Credit Card
351,2024-02-29,1637.93,Home,Houston,
47,2022-05-23,1773.4,Electronics,,Debit Card
232,2023-02-04,1227.3,,Los Angeles,Debit Card
163,2024-03-24,1825.54,Toys,Houston,
177,2023-08-20,6.32,,Houston,Debit Card
32,2023-07-17,1935.48,Electronics,,Cash
184,2022-10-16,1730.02,Books,Houston,
321,2023-01-27,806.13,Beauty,Phoenix,Debit Card
244,2023-07-23,763.04,Home,,Credit Card
447,2022-05-18,13.32,Electronics,Los Angeles,
337,2022-05-20,160.17,Beauty,,Credit Card
357,2023-03-12,1242.73,,Phoenix,Credit Card
231,2022-08-20,363.44,Electronics,Phoenix,Credit Card
122,2022-10-03,815.78,,Phoenix,PayPal
20,2023-12-23,730.84,,,Credit Card
375,2024-05-29,1967.17,Toys,Houston,Cash
456,2022-09-09,939.63,Clothing,,
297,2022-02-24,1806.21,,,Credit Card
263,2023-08-11,1464.97,Beauty,Chicago,PayPal
19,2023-09-04,1496.34,Toys,New York,
87,2023-11-04,1980.63,Electronics,Chicago,Credit Card
259,2024-03-13,548.48,Grocery,Phoenix,PayPal
132,2022-06-28,1819.36,Grocery,,Credit Card
90,2023-12-19,464.75,Grocery,,Cash
176,2022-05-29,1187.04,Grocery,,Credit Card
212,2022-09-01,1317.94,Grocery,Los Angeles,Cash
177,2022-09-28,1508.52,Clothing,New York,Debit Card
244,2024-02-04,1895.99,,Los Angeles,Credit Card
200,2022-05-29,1056.19,Beauty,New York,PayPal
230,2022-11-20,1923.14,Electronics,New York,Cash
490,2023-09-18,1835.26,Toys,Chicago,PayPal
51,2023-08-22,776.22,Books,,
5,2022-01-13,816.61,,New York,
113,2022-09-15,378.09,Electronics,Phoenix,Credit Card
305,2024-05-05,425.82,Clothing,,Credit Card
310,2023-11-04,1525.35,Grocery,New York,
151,2022-03-19,1273.95,Toys,,Credit Card
342,2022-11-28,507.25,Clothing,Chicago,Credit Card
171,2022-09-22,1910.77,Toys,Los Angeles,Credit Card
476,2023-02-07,348.67,,New York,Debit Card
221,2023-10-21,203.56,,,PayPal
38,2024-01-16,493.7,,New York,Credit Card
363,2023-05-18,951.06,Beauty,,
403,2022-08-20,-3.35,,New York,Cash
184,2022-11-07,795.24,Clothing,Chicago,Cash
175,2023-04-16,1518.51,Toys,,Debit Card
21,2023-11-08,373.92,Beauty,New York,
250,2023-10-10,870.35,Books,Los Angeles,Credit Card
369,2022-09-02,973.36,Clothing,,Cash
256,2024-05-04,1621.67,Electronics,New York,PayPal
404,2023-02-20,227.56,,Houston,
275,2023-08-17,458.3,Clothing,New York,
335,2023-09-26,82.06,Grocery,New York,Debit Card
464,2024-03-23,185.56,Grocery,,Cash
419,2023-05-25,1185.9,Books,New York,Debit Card
416,2024-01-26,1353.58,Home,New York,
71,2024-03-23,418.6,Electronics,Phoenix,Debit Card
62,2024-02-15,824.46,Home,Phoenix,Debit Card
250,2022-01-08,350.62,Clothing,,
146,2024-04-06,1582.4,,,Debit Card
328,2023-04-07,818.18,Grocery,Phoenix,
121,2023-06-27,1953.35,Home,,Cash
238,2023-11-07,408.3,Electronics,Los Angeles,Credit Card
351,2023-05-01,990.0,Grocery,,Credit Card
187,2023-03-22,495.28,,New York,Credit Card
474,2022-06-11,1568.84,,Phoenix,Credit Card
121,2023-08-30,1155.32,Beauty,Los Angeles,
167,2022-04-23,645.53,Clothing,Los Angeles,
103,2022-08-14,137.79,,New York,Credit Card
476,2022-07-02,768.53,Grocery,Houston,
184,2022-07-27,665.14,Electronics,,Cash
70,2023-04-22,911.74,Grocery,,PayPal
152,2024-03-19,1587.08,Grocery,Phoenix,Cash
45,2023-06-19,973.32,Books,Phoenix,Credit Card
143,2022-09-10,488.14,Beauty,Phoenix,Debit Card
303,2023-08-11,1795.49,Beauty,New York,Credit Card
376,2022-02-04,845.65,Beauty,Houston,
232,2022-03-27,1112.56,Electronics,,
112,2022-10-30,470.52,Clothing,New York,Credit Card
83,2024-05-28,1136.47,Electronics,Houston,Credit Card
448,2022-07-09,1577.62,Home,,Credit Card
1,2022-03-14,763.61,Home,Phoenix,Credit Card
386,2023-09-20,1080.29,Books,,
451,2022-02-26,1024.62,Home,New York,Credit Card
239,2023-01-10,726.53,,,Credit Card
397,2022-12-09,469.65,Clothing,,Credit Card
386,2023-12-21,411.69,Books,Chicago,PayPal
258,2022-10-11,99.46,Home,Chicago,Credit Card
270,2023-04-27,1416.75,,Chicago,Credit Card
410,2023-12-11,1615.68,Clothing,Los Angeles,Credit Card
201,2022-10-23,1916.1,Clothing,New York,Debit Card
357,2022-06-04,1748.74,,,Credit Card
497,2022-05-16,942.55,Beauty,Houston,
150,2022-01-23,1742.31,Books,,Cash
211,2023-11-03,1288.56,Home,Houston,Cash
272,2023-04-01,910.59,Grocery,,PayPal
134,2023-01-16,1941.16,Electronics,Los Angeles,PayPal
490,2022-06-14,1420.74,Toys,Los Angeles,Debit Card
355,2024-03-24,298.5,Books,New York,Credit Card
295,2022-09-24,733.04,Books,Phoenix,
163,2022-06-01,739.56,,Los Angeles,Cash
379,2023-06-04,655.87,Toys,Houston,PayPal
387,2023-08-11,1330.44,,Chicago,
246,2022-05-23,1352.8,Clothing,Chicago,Credit Card
431,2023-01-01,175.89,Electronics,Phoenix,
270,2024-02-25,548.63,Electronics,New York,Cash
347,2022-03-31,1951.44,Beauty,Los Angeles,Credit Card
310,2022-02-27,1815.98,Home,Houston,Debit Card
219,2023-01-17,14.5,Home,Chicago,PayPal
448,2022-08-09,1452.99,,,Credit Card
148,2024-01-16,1940.42,Beauty,,Credit Card
301,2022-05-28,407.65,,,Cash
34,2023-08-28,1509.79,Clothing,New York,Credit Card
140,2023-07-24,918.86,Grocery,Los Angeles,Debit Card
149,2022-02-13,1643.83,Toys,,Cash
287,2022-08-18,43.95,Electronics,Los Angeles,PayPal
328,2023-04-29,239.6,Toys,Houston,Debit Card
353,2022-01-30,229.9,Toys,Houston,Credit Card
186,2023-08-03,866.5,Toys,,
356,2023-01-18,1020.18,Electronics,,PayPal
30,2023-04-18,1755.42,Grocery,Chicago,Debit Card
185,2022-12-31,87.92,Toys,Phoenix,
264,2023-10-06,358.33,Clothing,Phoenix,Debit Card
447,2024-05-15,1366.78,Toys,Chicago,
186,2023-08-17,696.78,Grocery,New York,Debit Card
191,2023-02-26,674.03,Grocery,New York,Debit Card
114,2024-03-25,1793.08,,,Cash
360,2022-04-27,828.87,Clothing,New York,Debit Card
246,2023-12-09,718.76,,Phoenix,Cash
176,2022-11-08,47.81,Clothing,Los Angeles,Debit Card
73,2022-11-11,241.94,Grocery,New York,Credit Card
402,2022-01-20,1547.13,Beauty,New York,Debit Card
407,2023-08-31,109.12,Clothing,Chicago,Credit Card
342,2022-05-07,1839.4,Books,Phoenix,Debit Card
180,2024-02-04,1883.11,Home,Chicago,Debit Card
400,2022-09-05,1004.87,Clothing,New York,Cash
372,2022-08-08,1840.16,,Chicago,
226,2022-04-20,353.51,Home,Houston,Credit Card
117,2024-02-19,1969.07,Clothing,Houston,Credit Card
254,2023-12-23,569.43,Electronics,New York,PayPal
198,2023-09-07,1469.71,,Los Angeles,Cash
438,2024-05-27,129.91,,,PayPal
346,2022-04-18,786.7,,,
74,2023-12-13,1177.02,Clothing,,Debit Card
500,2022-07-25,1185.87,Beauty,New York,Debit Card
372,2024-02-23,1424.12,Toys,,
183,2023-09-10,1899.78,,Phoenix,PayPal
233,2022-09-14,973.58,Books,,Debit Card
378,2022-03-11,991.25,Electronics,Los Angeles,Credit Card
168,2023-09-29,1242.7,Clothing,,Cash
406,2022-10-28,1320.81,,Phoenix,PayPal
415,2023-07-14,25.52,Electronics,Houston,Credit Card
162,2023-03-30,913.91,Electronics,Los Angeles,Cash
400,2023-12-25,319.93,Beauty,Los Angeles,PayPal
250,2023-08-06,1346.8,,,Cash
244,2022-06-10,1008.44,Beauty,Chicago,Credit Card
194,2022-12-28,1530.61,Toys,Chicago,Credit Card
24,2023-01-11,691.24,Electronics,,
50,2023-01-01,817.98,Electronics,,Debit Card
332,2022-03-28,1819.88,Clothing,,PayPal
87,2023-04-17,1312.11,Beauty,Phoenix,Cash
137,2022-01-23,1971.39,Beauty,Phoenix,Credit Card
51,2022-04-13,1378.64,Books,Chicago,Credit Card
392,2022-06-20,1225.8,Home,Houston,Debit Card
434,2022-03-19,1679.16,,Los Angeles,PayPal
153,2023-02-16,1607.25,Clothing,,Cash
173,2023-08-04,1600.38,,Houston,Debit Card
40,2022-11-06,1004.33,Toys,Houston,
103,2022-09-15,1246.18,,,Cash
10,2023-06-13,1724.05,,Los Angeles,
381,2022-10-02,1873.7,,,Cash
465,2023-08-03,1450.5,Electronics,Phoenix,Debit Card
76,2024-02-04,1367.47,Toys,,Credit Card
441,2022-03-07,1264.19,Beauty,Chicago,PayPal
132,2022-08-30,805.79,Clothing,Los Angeles,Debit Card
409,2023-04-21,965.62,Beauty,Houston,
104,2022-05-20,48.58,Toys,,Cash
437,2024-03-12,30.02,Clothing,Chicago,Cash
33,2023-02-21,1792.51,Clothing,Houston,
121,2024-01-23,995.5,Clothing,Phoenix,
487,2023-06-22,496.13,Clothing,Los Angeles,Cash
414,2024-05-02,1164.5,Beauty,,
479,2022-05-28,204.7,Books,Chicago,Credit Card
442,2023-05-18,1062.27,Clothing,Chicago,Cash
350,2022-10-12,1757.66,Grocery,Chicago,Credit Card
421,2023-10-23,1933.28,Electronics,,
482,2024-03-18,1339.91,Toys,Phoenix,Credit Card
491,2024-04-11,1367.35,,,Debit Card
199,2022-09-19,594.79,Books,Chicago,Debit Card
83,2023-10-09,627.54,Beauty,,Credit Card
42,2023-05-19,936.89,Beauty,,PayPal
449,2022-04-13,1647.05,Toys,Phoenix,Credit Card
309,2023-07-15,1472.95,,,Credit Card
329,2023-10-08,881.24,Grocery,New York,Credit Card
157,2022-03-26,212.76,Books,Phoenix,
426,2022-05-14,1692.39,Beauty,,PayPal
448,2022-09-24,338.69,Home,,PayPal
213,2023-02-07,1751.54,Books,New York,Credit Card
332,2022-08-23,1812.76,,Los Angeles,PayPal
87,2023-09-07,512.92,Clothing,Chicago,Debit Card
61,2024-03-02,1839.18,,,
115,2022-07-15,1891.57,Toys,Chicago,
67,2022-07-31,1196.17,Toys,,
93,2022-05-30,47.83,Toys,Los Angeles,Cash
128,2023-12-02,1290.94,Clothing,New York,Credit Card
166,2023-02-12,1370.57,Beauty,,Credit Card
132,2023-07-25,108.09,Home,Los Angeles,Credit Card
311,2024-04-01,1192.45,Electronics,New York,PayPal
196,2023-02-09,1339.24,Grocery,Phoenix,Credit Card
134,2023-05-20,1859.96,,Los Angeles,Credit Card
272,2022-09-24,224.85,Electronics,Los Angeles,Credit Card
428,2023-01-05,1851.74,Toys,Chicago,Cash
475,2022-11-17,865.91,Grocery,Chicago,
392,2023-07-24,1704.6,,New York,Debit Card
118,2023-04-27,513.05,,Houston,Credit Card
475,2023-03-29,706.61,,Houston,Credit Card
434,2022-06-01,238.55,Clothing,Los Angeles,PayPal
87,2024-04-22,538.31,Books,Phoenix,Credit Card
293,2022-03-20,484.78,,,Credit Card
14,2023-11-28,235.2,Home,Phoenix,Credit Card
79,2023-12-26,1315.67,,,PayPal
3,2022-02-14,1308.91,,Chicago,
465,2023-08-06,249.93,Electronics,,
409,2022-03-14,1089.78,Beauty,New York,Credit Card
123,2023-02-13,169.27,Books,Los Angeles,Credit Card
146,2023-11-01,299.81,Toys,Houston,Credit Card
472,2023-12-03,1203.06,Home,,Credit Card
263,2023-04-02,1769.68,,Chicago,Cash
47,2024-04-10,730.15,Grocery,Houston,
21,2023-04-20,1349.64,Grocery,Houston,Cash
269,2023-04-25,869.08,,Chicago,Debit Card
351,2024-05-11,489.79,Beauty,Chicago,Cash
40,2023-06-10,206.34,Beauty,Houston,Credit Card
380,2022-07-03,1570.22,Beauty,New York,Credit Card
361,2023-08-25,1445.43,,Phoenix,PayPal
471,2022-07-11,414.25,Clothing,,Cash
345,2023-07-02,26.01,Beauty,New York,Credit Card
245,2023-02-19,1736.25,,Chicago,Cash
316,2023-11-21,1925.91,Beauty,,PayPal
70,2022-01-17,1389.03,Books,,Credit Card
333,2022-09-05,865.93,,Los Angeles,Credit Card
238,2023-03-09,33.85,Grocery,Los Angeles,
494,2022-01-21,1718.19,Books,Los Angeles,PayPal
427,2022-12-08,5.83,Beauty,Houston,Credit Card
306,2022-10-25,64.4,Beauty,Houston,Cash
314,2024-04-16,1733.94,Books,,Credit Card
217,2023-07-21,117.66,Beauty,Houston,Credit Card
481,2023-04-05,1392.0,Electronics,Los Angeles,PayPal
241,2022-08-26,1010.35,Home,Phoenix,
68,2024-01-11,1419.88,Beauty,,
185,2024-03-29,1941.59,Grocery,Phoenix,Debit Card
384,2023-05-10,249.48,Books,Los Angeles,Cash
407,2023-05-21,600.34,Books,Phoenix,Credit Card
184,2023-01-01,1350.62,Grocery,,Cash
33,2022-04-27,1231.3,Clothing,Phoenix,Debit Card
175,2024-02-27,83.82,,Chicago,Debit Card
448,2023-11-17,199.33,Electronics,Houston,Credit Card
387,2022-04-19,1561.12,Clothing,,Cash
54,2022-05-01,1740.45,Home,Los Angeles,
227,2023-05-26,1462.43,Clothing,Los Angeles,
420,2024-05-18,395.8,Beauty,,Credit Card
415,2022-10-21,1005.1,Clothing,Chicago,PayPal
213,2023-11-12,483.36,,Houston,Debit Card
220,2023-02-24,1795.11,,,
16,2024-02-28,10.0,,New York,Credit Card
206,2022-06-18,862.49,Beauty,,Credit Card
329,2023-08-12,106.2,,Chicago,Credit Card
349,2022-11-08,1440.32,Home,Chicago,Credit Card
461,2022-05-31,1397.59,,,Debit Card
320,2023-10-30,878.71,Home,,
102,2022-03-28,64.31,Home,Houston,
451,2023-07-08,560.69,Clothing,Phoenix,Cash
175,2022-06-13,37.08,,Phoenix,PayPal
397,2023-03-09,1973.78,Clothing,,Credit Card
133,2022-12-29,238.86,Clothing,Houston,PayPal
3,2022-08-30,1608.83,,,Cash
154,2024-03-14,1628.31,Grocery,,Credit Card
127,2023-06-13,1160.56,Home,Houston,Credit Card
218,2022-03-25,175.42,Beauty,Los Angeles,Credit Card
40,2023-06-23,799.53,,Phoenix,Credit Card
300,2023-03-10,1992.99,,,Credit Card
74,2023-05-12,1419.41,Grocery,,Cash
61,2023-04-12,941.44,Grocery,Phoenix,PayPal
61,2023-02-23,211.78,Home,Phoenix,PayPal
79,2022-11-09,1981.95,Toys,Chicago,Credit Card
74,2023-08-27,837.73,Toys,Chicago,Debit Card
379,2022-05-06,1090.55,Clothing,,Credit Card
294,2023-04-09,1799.58,Beauty,Houston,
68,2023-06-01,1269.29,,,Credit Card
373,2024-03-30,1245.79,Beauty,Houston,Debit Card
174,2023-11-18,1778.99,Toys,,Credit Card
363,2024-03-01,1411.87,,,Credit Card
44,2023-09-26,1079.09,Electronics,Phoenix,Cash
244,2022-01-20,231.77,,Los Angeles,Credit Card
106,2023-12-24,1676.22,,New York,Cash
206,2023-05-19,1722.57,Electronics,Chicago,Credit Card
13,2022-11-21,757.84,Clothing,New York,Credit Card
147,2022-09-19,1534.29,Grocery,Chicago,Credit Card
31,2022-11-30,354.73,Electronics,Chicago,Credit Card
73,2022-11-28,508.45,Clothing,New York,Debit Card
306,2023-05-20,1012.33,,Houston,Credit Card
163,2023-02-21,121.57,Electronics,Houston,
454,2023-08-24,1346.95,Books,,Cash
65,2023-02-21,886.42,,Los Angeles,Debit Card
238,2023-09-28,571.39,Grocery,New York,Credit Card
247,2022-09-14,1677.37,Beauty,Chicago,
431,2022-02-16,314.45,,Phoenix,Credit Card
203,2024-04-30,270.7,,Chicago,Credit Card
259,2022-11-22,1766.7,Home,,PayPal
363,2022-09-09,1321.18,Home,Chicago,Debit Card
5,2023-02-28,1107.14,,,Credit Card
404,2023-10-29,145.82,Electronics,,
64,2024-04-12,746.52,Home,Houston,Debit Card
381,2023-12-28,709.22,Clothing,,Cash
414,2022-08-28,1960.04,Home,New York,PayPal
361,2022-08-03,4.34,Beauty,New York,PayPal
253,2022-07-18,1316.28,Grocery,New York,Cash
34,2023-08-07,1709.51,,,PayPal
348,2023-11-26,1061.21,Toys,,Cash
2,2023-10-19,1342.93,Electronics,,PayPal
209,2023-11-28,1031.77,,Chicago,Cash
453,2022-02-18,548.65,Beauty,Phoenix,Credit Card
201,2022-03-25,1759.0,Electronics,,Debit Card
217,2022-09-13,385.72,Home,Chicago,Credit Card
50,2022-01-25,1180.99,Home,,PayPal
243,2022-12-15,1663.36,Home,Phoenix,Debit Card
398,2023-03-26,1525.84,,Phoenix,Credit Card
32,2023-01-22,619.69,Clothing,,Debit Card
411,2022-11-05,1217.58,Beauty,New York,Credit Card
287,2024-05-20,756.73,Clothing,Phoenix,Credit Card
307,2023-10-01,11.32,Beauty,Houston,Credit Card
318,2023-10-29,1874.55,Electronics,Houston,Cash
99,2022-01-13,1186.3,Clothing,Phoenix,Debit Card
65,2022-09-20,704.34,,,Cash
125,2022-02-15,111.59,Toys,Phoenix,Credit Card
334,2022-11-15,1163.17,,,Debit Card
159,2022-10-26,731.35,Electronics,Phoenix,Cash
75,2023-06-04,1636.56,,,Credit Card
101,2023-10-18,1816.09,Clothing,Chicago,Debit Card
356,2023-04-24,1195.52,Home,,Cash
172,2023-03-05,650.52,Clothing,Houston,Credit Card
472,2022-08-24,927.74,Books,Los Angeles,Credit Card
488,2024-04-06,1477.56,Books,Houston,Debit Card
4,2022-03-17,709.35,,New York,Debit Card
100,2024-02-23,713.42,Electronics,Los Angeles,Debit Card
113,2024-01-07,340.31,,Los Angeles,Debit Card
91,2022-04-14,32.2,Grocery,Houston,
57,2022-08-04,603.2,Books,Chicago,PayPal
482,2024-03-29,1995.37,Beauty,,Credit Card
452,2024-03-24,371.18,,Houston,
307,2023-10-14,481.54,Electronics,,Cash
438,2024-03-19,288.62,Books,New York,
447,2023-06-05,1936.45,,Los Angeles,
241,2023-09-22,120.39,,Houston,
192,2023-04-21,349.79,Home,Phoenix,
490,2022-10-02,1158.19,Electronics,Los Angeles,Debit Card
232,2023-02-10,429.37,Beauty,Houston,Cash
432,2023-07-18,160.37,Clothing,Chicago,Credit Card
118,2023-04-22,1019.65,Home,Houston,Credit Card
210,2023-05-25,627.21,Beauty,New York,Debit Card
136,2023-01-03,1801.97,Toys,,Cash
330,2022-10-11,1852.48,Clothing,New York,Credit Card
280,2022-07-21,1346.97,Toys,Chicago,
350,2022-07-15,1408.34,Grocery,,
468,2024-02-28,591.94,Home,,Credit Card
